Article_ID,Authors,Year,Title,Journal,Volume,Issue,Pages,DOI
RHZY9FZ3,"Smale, DA; Taylor, JD; Coombs, SH; Moore, G; Cunliffe, M",2017,Community responses to seawater warming are conserved across diverse biological groupings and taxonomic resolutions,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,284,1862,NA,10.1098/rspb.2017.0534
BBCID5FN,"Riemann, JC; Ndriantsoa, SH; Rodel, MO; Glos, J",2017,Functional diversity in a fragmented landscape - Habitat alterations affect functional trait composition of frog assemblages in Madagascar,GLOBAL ECOLOGY AND CONSERVATION,10,NA,173-183,10.1016/j.gecco.2017.03.005
7DSXM5Q7,"Rocha, AM; Gonzalez-Reyes, A; Corronca, J; Rodriguez-Artigas, S; Doma, I; Repp, EY; Acosta, X",2016,Tardigrade diversity: an evaluation of natural and disturbed environments of the province of Salta (Argentina),ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,178,4,755-764,10.1111/zoj.12476
BX5VBILA,"Donald, J; Murienne, J; Chave, J; Iribar, A; Louisanna, E; Manzi, S; Roy, M; Tao, SL; Orivel, J; Schimann, H; Zinger, L",2021,Multi-taxa environmental DNA inventories reveal distinct taxonomic and functional diversity in urban tropical forest fragments,GLOBAL ECOLOGY AND CONSERVATION,29,NA,NA,10.1016/j.gecco.2021.e01724
4A7XQ66N,"Xiong, JB; Peng, F; Sun, HB; Xue, X; Chu, HY",2014,Divergent Responses of Soil Fungi Functional Groups to Short-term Warming,MICROBIAL ECOLOGY,68,4,708-715,10.1007/s00248-014-0385-6
4IA5MEXH,"Balduino, G; Marques, T; Bessa, E",2017,Fish assemblages from touristic and non-visited headwater streams differ,ENVIRONMENTAL BIOLOGY OF FISHES,100,5,575-584,10.1007/s10641-017-0586-1
FJVU334B,"Barfknecht, DF; Gibson, DJ; Neubig, KM",2020,Plant community and phylogenetic shifts in acid seep springs over 49 years following Microstegium vimineum invasion,PLANT ECOLOGY,221,3,167-175,10.1007/s11258-020-01002-7
XPL4XLAC,"Li, WH; Hooper, DU; Wu, LJ; Bakker, JD; Gianuca, AT; Wu, XB; Taube, F; Wang, CN; Bai, YF",2021,Grazing regime alters plant community structure via patch-scale diversity in semiarid grasslands,ECOSPHERE,12,6,NA,10.1002/ecs2.3547
8BKJDP2G,"Alves, TS; Alvarado, F; Arroyo-Rodriguez, V; Santos, BA",2020,Landscape-scale patterns and drivers of novel mammal communities in a human-modified protected area,LANDSCAPE ECOLOGY,35,7,1619-1633,10.1007/s10980-020-01040-6
P7YIH2RT,"Diniz, S; Lewinsohn, TM; Prado, PI",2012,Comparing assemblages of Asteraceae and their insect herbivores under different land-use regimens,AUSTRAL ECOLOGY,37,4,419-428,10.1111/j.1442-9993.2011.02294.x
7ML2Y9QX,"McNamara, SC; Pintar, MR; Resetarits, WJ",2021,Temperature but not nutrient addition affects abundance and assemblage structure of colonizing aquatic insects,ECOLOGY,102,1,NA,10.1002/ecy.3209
75VVFZ9Q,"Atalah, J; Kelly-Quinn, M; Irvine, K; Crowe, TP",2010,"Impacts of invasion by Dreissena polymorpha (Pallas, 1771) on the performance of macroinvertebrate assessment tools for eutrophication pressure in lakes",HYDROBIOLOGIA,654,1,237-251,10.1007/s10750-010-0391-8
N4GQBCK9,"Machado, IF; Moreira, LFB; Maltchik, L",2012,Effects of pine invasion on anurans assemblage in southern Brazil coastal ponds,AMPHIBIA-REPTILIA,33,2,227-237,10.1163/156853812X638518
8EHS4AB2,"Santos, JC; Anjos, DV; de Almeida, WR; Aguiar, JJM; Delabie, JHC",2021,Ground-dwelling ant diversity in Amazonian secondary forests and neighboring pastures,TROPICAL ECOLOGY,62,2,279-287,10.1007/s42965-021-00146-5
85QIEJSL,"Enkhtur, K; Pfeiffer, M; Lkhagva, A; Boldgiv, B",2017,Response of moths (Lepidoptera: Heterocera) to livestock grazing in Mongolian rangelands,ECOLOGICAL INDICATORS,72,NA,667-674,10.1016/j.ecolind.2016.08.053
WZIFXP2Q,"Lolis, LA; Alves, DC; Fan, SF; Lv, T; Yang, L; Li, Y; Liu, CH; Yu, D; Thomaz, SM",2020,Negative correlations between native macrophyte diversity and water hyacinth abundance are stronger in its introduced than in its native range,DIVERSITY AND DISTRIBUTIONS,26,2,242-253,10.1111/ddi.13014
D5RTWJM3,"Kerfahi, D; Tripathi, BM; Dong, K; Go, R; Adams, JM",2016,"Rainforest Conversion to Rubber Plantation May Not Result in Lower Soil Diversity of Bacteria, Fungi, and Nematodes",MICROBIAL ECOLOGY,72,2,359-371,10.1007/s00248-016-0790-0
474JJTXT,"Carvalho, WD; Meyer, CFJ; Xavier, BD; Mustin, K; de Castro, IJ; Silvestre, SM; Pathek, DB; Capaverde, UD; Hilario, R; de Toledo, JJ",2020,"Consequences of Replacing Native Savannahs With Acacia Plantations for the Taxonomic, Functional, and Phylogenetic alpha- and beta-Diversity of Bats in the Northern Brazilian Amazon",FRONTIERS IN ECOLOGY AND EVOLUTION,8,NA,NA,10.3389/fevo.2020.609214
883N8JPN,"Pacciardi, L; De Biasi, AM; Piazzi, L",2011,Effects of Caulerpa racemosa invasion on soft-bottom assemblages in the Western Mediterranean Sea,BIOLOGICAL INVASIONS,13,12,2677-2690,10.1007/s10530-011-9938-5
P4PUWT38,"Foster, JG; Ploughe, LW; Akin-Fajiye, M; Singh, JP; Bottos, E; Van Hamme, J; Fraser, LH",2020,Exploring trophic effects of spotted knapweed (Centaurea stoebe L.) on arthropod diversity using DNA metabarcoding,FOOD WEBS,24,NA,NA,10.1016/j.fooweb.2020.e00157
ZGPETV3P,"Chamberlain, SA; Whitney, KD; Rudgers, JA",2013,Proximity to agriculture alters abundance and community composition of wild sunflower mutualists and antagonists,ECOSPHERE,4,8,NA,10.1890/ES13-00026.1
YVHZ2QW3,"Cao, Y; Natuhara, Y",2020,Effect of Anthropogenic Disturbance on Floristic Homogenization in the Floodplain Landscape: Insights from the Taxonomic and Functional Perspectives,FORESTS,11,10,NA,10.3390/f11101036
HUZFWBI8,"Mu, ZY; Dong, SK; Li, YM; Li, S; Shen, H; Zhang, J; Han, YH; Xu, YD; Zhao, ZZ",2021,Soil Bacterial Community Responses to N Application and Warming in a Qinghai-Tibetan Plateau Alpine Steppe,FRONTIERS IN ECOLOGY AND EVOLUTION,9,NA,NA,10.3389/fevo.2021.709518
VJA256U6,"Coelho, FJRC; Cleary, DFR; Costa, R; Ferreira, M; Polonia, ARM; Silva, AMS; Simoes, MMQ; Oliveira, V; Gomes, NCM",2016,Multitaxon activity profiling reveals differential microbial response to reduced seawater pH and oil pollution,MOLECULAR ECOLOGY,25,18,4645-4659,10.1111/mec.13779
IN9B2XDN,"Scanes, E; Parker, LM; Seymour, JR; Siboni, N; King, WL; Danckert, NP; Wegner, KM; Dove, MC; O'Connor, WA; Ross, PM",2021,Climate change alters the haemolymph microbiome of oysters,MARINE POLLUTION BULLETIN,164,NA,NA,10.1016/j.marpolbul.2021.111991
NQEDJRD2,"Betts, JT; Urquhart, GR; Roman-Heracleo, J; Mc rea, JCF",NA,"Effects of deforestation from cattle ranching over time on protected rainforest streams in the Rama-Kriol Territory, Nicaragua",HYDROBIOLOGIA,NA,NA,NA,10.1007/s10750-021-04684-w
2ND4GYKQ,"Vera-Velez, R; Grijalva, J; Cota-Sanchez, JH",2019,Cocoa agroforestry and tree diversity in relation to past land use in the Northern Ecuadorian Amazon,NEW FORESTS,50,6,891-910,10.1007/s11056-019-09707-y
93BZ2FHM,"Hung, KLJ; Ascher, JS; Davids, JA; Holway, DA",2019,Ecological filtering in scrub fragments restructures the taxonomic and functional composition of native bee assemblages,ECOLOGY,100,5,NA,10.1002/ecy.2654
PPKJMZEB,"Rocha, FI; Ribeiro, TG; Fontes, MA; Schwab, S; Coelho, MRR; Lumbreras, JF; da Motta, PEF; Teixeira, WG; Cole, J; Borsanelli, AC; Dutra, ID; Howe, A; de Oliveira, AP; Jesus, ED",2021,Land-Use System and Forest Floor Explain Prokaryotic Metacommunity Structuring and Spatial Turnover in Amazonian Forest-to-Pasture Conversion Areas,FRONTIERS IN MICROBIOLOGY,12,NA,NA,10.3389/fmicb.2021.657508
CCM5NWFE,"Prach, J; Kopecky, M",2018,Landscape-scale vegetation homogenization in Central European sub-montane forests over the past 50years,APPLIED VEGETATION SCIENCE,21,3,373-384,10.1111/avsc.12372
5R9UN7YR,"Ochoa-Franco, AD; Valdez-Lazalde, JR; Angeles-Perez, G; de los Santos-Posadas, HM; Hernandez-Stefanoni, JL; Valdez-Hernandez, JI; Perez-Rodriguez, P",2019,Beta-Diversity Modeling and Mapping with LiDAR and Multispectral Sensors in a Semi-Evergreen Tropical Forest,FORESTS,10,5,NA,10.3390/f10050419
Q4GA44XP,"Drylie, TP; Lohrer, AM; Needham, HR; Pilditch, CA",2020,Taxonomic and functional response of estuarine benthic communities to experimental organic enrichment: Consequences for ecosystem function,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,532,NA,NA,10.1016/j.jembe.2020.151455
Z8M5IQG8,"de Villiers, NM; Harasti, D; Hodgson, AN; Claassens, L",2021,A comparison of the fauna in eelgrass and erosion control structures in a warm temperate Southern African estuary,REGIONAL STUDIES IN MARINE SCIENCE,44,NA,NA,10.1016/j.rsma.2021.101757
B55IHZIJ,"Ramamonjisoa, N; Sakai, M; Ndriantsoa, SH; Kakehashi, R; Kurabayashi, A; Tomaru, N; Natuhara, Y",2020,"Hotspots of stream tadpole diversity in forest and agricultural landscapes in Ranomafana, Madagascar",LANDSCAPE AND ECOLOGICAL ENGINEERING,16,3,207-221,10.1007/s11355-020-00407-w
TKKQMQ6V,"Spisla, C; Taucher, J; Bach, LT; Haunost, M; Boxhammer, T; King, AL; Jenkins, BD; Wallace, JR; Ludwig, A; Meyer, J; Stange, P; Minutolo, F; Lohbeck, KT; Nauendorf, A; Kalter, V; Lischka, S; Sswat, M; Dorner, I; Ismar-Rebitz, SMH; Aberle, N; Yong, JC; Bouquet, JM; Lechtenborger, AK; Kohnert, P; Krudewig, M; Riebesell, U",2021,Extreme Levels of Ocean Acidification Restructure the Plankton Community and Biogeochemistry of a Temperate Coastal Ecosystem: A Mesocosm Study,FRONTIERS IN MARINE SCIENCE,7,NA,NA,10.3389/fmars.2020.611157
NDZHIRMU,"Lovenshimer, JB; Madritch, MD",2017,Plant Community Effects and Genetic Diversity of Post-fire Princess Tree (Paulownia tomentosa) Invasions,INVASIVE PLANT SCIENCE AND MANAGEMENT,10,2,125-135,10.1017/inp.2017.14
V3ZEAMR5,"Galib, SM; Findlay, JS; Lucas, MC",2021,Strong impacts of signal crayfish invasion on upland stream fish and invertebrate communities,FRESHWATER BIOLOGY,66,2,223-240,10.1111/fwb.13631
6844SJ3F,"Relva, MA; Nunez, MA; Simberloff, D",2010,Introduced deer reduce native plant cover and facilitate invasion of non-native tree species: evidence for invasional meltdown,BIOLOGICAL INVASIONS,12,2,303-311,10.1007/s10530-009-9623-0
WIVLYKHB,"Ramalho, SP; Lins, L; Bueno-Pardo, J; Cordova, EA; Amisi, JM; Lampadariou, N; Vanreusel, A; Cunha, MR",2017,Deep-Sea Mega-Epibenthic Assemblages from the SW Portuguese Margin (NE Atlantic) Subjected to Bottom-Trawling Fisheries,FRONTIERS IN MARINE SCIENCE,4,NA,NA,10.3389/fmars.2017.00350
226B8ZE3,"Wearne, LJ; Morgan, JW",2004,Community-level changes in Australian subalpine vegetation following invasion by the non-native shrub Cytisus scoparius,JOURNAL OF VEGETATION SCIENCE,15,5,595-604,10.1658/1100-9233(2004)015[0595:CCIASV]2.0.CO;2
Y7HJPHXW,"Musco, L; Terlizzi, A; Licciano, M; Giangrande, A",2009,Taxonomic structure and the effectiveness of surrogates in environmental monitoring: a lesson from polychaetes,MARINE ECOLOGY PROGRESS SERIES,383,NA,199-210,10.3354/meps07989
C4XIYSJT,"McBurnie, G; Davis, J; Thompson, RM; Nano, C; Brim-Box, J",2015,The impacts of an invasive herbivore (Camelus dromedaries) on arid zone freshwater pools: An experimental investigation of the effects of dung on macroinvertebrate colonisation,JOURNAL OF ARID ENVIRONMENTS,113,NA,69-76,10.1016/j.jaridenv.2014.09.011
DE5UTULG,"Cabral, H; Coronel-Bejarano, D; Ruiz, R; Canete, L; Britez, E; Rojas, V",2020,"Living in the shadows: Diversity of amphibians, reptiles and birds in shade-grown yerba mate (Ilex paraguariensis) plantations",AUSTRAL ECOLOGY,45,8,1123-1134,10.1111/aec.12942
75XMRKUP,"Ibrahim, KS; Momin, MD; Lalrotluanga, R; Rosangliana, D; Ghatak, S; Zothansanga, R; Kumar, NS; Gurusubramanian, G",2016,Influence of shifting cultivation practices on soil-plant-beetle interactions,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,23,16,16201-16229,10.1007/s11356-016-6782-2
PVBX5DM6,"Davis, AR; Walls, K; Jeffs, A",2018,Biotic consequences of a shift in invertebrate ecosystem engineers: Invasion of New Zealand rocky shores by a zone-forming ascidian,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,39,3,NA,10.1111/maec.12502
T6FMITCA,"Balata, D; Bertocci, I; Piazzi, L; Nesti, U",2008,Comparison between epiphyte assemblages of leaves and rhizomes of the seagrass Posidonia oceanica subjected to different levels of anthropogenic eutrophication,ESTUARINE COASTAL AND SHELF SCIENCE,79,3,533-540,10.1016/j.ecss.2008.05.009
CNIECE2K,"Cao, JL; Xie, L; Zheng, YX; Yang, YS",2020,Drought intensify the effects of warming on root-colonizing arbuscular mycorrhizal fungal community in subtropical Chinese fir plantation,FOREST ECOLOGY AND MANAGEMENT,464,NA,NA,10.1016/j.foreco.2020.118078
AU4ENSPZ,"Tosi, M; Chludil, HD; Correa, OS; Vogrig, JA; Montecchia, MS",2021,Long-term legacy of land-use change in soils from a subtropical rainforest: Relating microbiological and physicochemical parameters,EUROPEAN JOURNAL OF SOIL SCIENCE,72,2,1054-1069,10.1111/ejss.13049
CHKPH8X6,"Cerqueira, AES; Silva, TH; Nunes, ACS; Nunes, DD; Lobato, LC; Veloso, TGR; De Paula, SO; Kasuya, MCM; Silva, CC",2018,Amazon basin pasture soils reveal susceptibility to phytopathogens and lower fungal community dissimilarity than forest,APPLIED SOIL ECOLOGY,131,NA,1-11,10.1016/j.apsoil.2018.07.004
N7NMHX3X,"Costa, LL; Landmann, JG; Gaelzer, LR; Zalmon, IR",2017,Does human pressure affect the community structure of surf zone fish in sandy beaches?,CONTINENTAL SHELF RESEARCH,132,NA,1-10,10.1016/j.csr.2016.11.007
53DCDBDL,"Wu, Y; Zhou, HK; Chen, WJ; Zhang, Y; Wang, J; Liu, HF; Zhao, ZW; Li, YZ; You, QM; Yang, B; Liu, GB; Xue, S",2021,"Response of the soil food web to warming and litter removal in the Tibetan Plateau, China",GEODERMA,401,NA,NA,10.1016/j.geoderma.2021.115318
DNUUYCCD,"Lawrence, BA; Bourke, K; Lishawa, SC; Tuchman, NC",2016,Typha invasion associated with reduced aquatic macroinvertebrate abundance in northern Lake Huron coastal wetlands,JOURNAL OF GREAT LAKES RESEARCH,42,6,1412-1419,10.1016/j.jglr.2016.08.009
XLFTM8YZ,"Frost, MT; Rowden, AA; Attrill, MJ",1999,Effect of habitat fragmentation on the macroinvertebrate infaunal communities associated with the seagrass Zostera marina L.,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,9,3,255-263,10.1002/(SICI)1099-0755(199905/06)9:3<255::AID-AQC346>3.0.CO;2-F
9I56T6NF,"Mo, YY; Peng, F; Gao, XF; Xiao, P; Logares, R; Jeppesen, E; Ren, KX; Xue, YY; Yang, J",2021,Low shifts in salinity determined assembly processes and network stability of microeukaryotic plankton communities in a subtropical urban reservoir,MICROBIOME,9,1,NA,10.1186/s40168-021-01079-w
6A5A57HZ,"Bobo, KS; Waltert, M; Sainge, NM; Njokagbor, J; Fermon, H; Muhlenberg, M",2006,From forest to farmland: Species richness patterns of trees and understorey plants along a gradient of forest conversion in southwestern Cameroon,BIODIVERSITY AND CONSERVATION,15,13,4097-4117,10.1007/s10531-005-3368-6
SQDZA3WK,"Yi, YJ; Lin, CQ; Wang, WJ; Song, J",2021,Habitat and seasonal variations in bacterial community structure and diversity in sediments of a Shallow lake,ECOLOGICAL INDICATORS,120,NA,NA,10.1016/j.ecolind.2020.106959
H4RRY64A,"Elwell, SL; Griswold, T; Elle, E",2016,Habitat type plays a greater role than livestock grazing in structuring shrubsteppe plant-pollinator communities,JOURNAL OF INSECT CONSERVATION,20,3,515-525,10.1007/s10841-016-9884-8
N4CLIUPV,"El Aich, A; Fernandez-Gimenez, ME; Rouzi, M; Alados, CL",2021,A case study of rangeland vegetation changes from 1979 to 2016 in the Middle Atlas Mountains of Morocco,AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,38,1,130-136,10.2989/10220119.2020.1855474
VBBDANKS,"Vargas, S; Leiva, L; Worheide, G",2021,Short-Term Exposure to High-Temperature Water Causes a Shift in the Microbiome of the Common Aquarium Sponge Lendenfeldia chondrodes,MICROBIAL ECOLOGY,81,1,213-222,10.1007/s00248-020-01556-z
7DBJFLFC,"Chonova, T; Kurmayer, R; Rimet, F; Labanowski, J; Vasselon, V; Keck, F; Illmer, P; Bouchez, A",2019,Benthic Diatom Communities in an Alpine River Impacted by Waste Water Treatment Effluents as Revealed Using DNA Metabarcoding,FRONTIERS IN MICROBIOLOGY,10,NA,NA,10.3389/fmicb.2019.00653
3TG85CMB,"Tang, N; Fan, PP; Yu, XG; Ma, R; Tao, YX; Wang, WY; Ouyang, FX",2021,Effects of Long-Term Triclosan Exposure on Microbiota in Zebrafish,FRONTIERS IN MICROBIOLOGY,12,NA,NA,10.3389/fmicb.2021.604313
JLN2CUGA,"Song, SS; Zhang, C; Gao, Y; Zhu, XY; Wang, RH; Wang, MD; Zheng, YL; Hou, LJ; Liu, M; Wu, DM",2020,Responses of wetland soil bacterial community and edaphic factors to two-year experimental warming and Spartina alterniflora invasion in Chongming Island,JOURNAL OF CLEANER PRODUCTION,250,NA,NA,10.1016/j.jclepro.2019.119502
JY69XWFM,"Slatyer, RA; Nash, MA; Hoffmann, AA",2017,Measuring the effects of reduced snow cover on Australia's alpine arthropods,AUSTRAL ECOLOGY,42,7,844-857,10.1111/aec.12507
52UXLJ8F,"Perryman, SE; Rees, GN; Grace, MR",2011,Sediment bacterial community structure and function in response to C and Zn amendments: urban and nonurban streams,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,30,4,951-962,10.1899/11-009.1
UC8MT2C2,"Huang, LL; Hu, WJ; Tao, J; Liu, YZ; Kong, ZY; Wu, L",2019,Soil bacterial community structure and extracellular enzyme activities under different land use types in a long-term reclaimed wetland,JOURNAL OF SOILS AND SEDIMENTS,19,5,2543-2557,10.1007/s11368-019-02262-1
HVP2CXSH,"Kolbe, SE; Miller, AI; Cameron, GN; Culley, TM",2016,Effects of natural and anthropogenic environmental influences on tree community composition and structure in forests along an urban-wildland gradient in southwestern Ohio,URBAN ECOSYSTEMS,19,2,915-938,10.1007/s11252-016-0531-7
BPXQFRIC,"Zhang, ZL; Suseela, V",2021,Nitrogen availability modulates the impacts of plant invasion on the chemical composition of soil organic matter,SOIL BIOLOGY & BIOCHEMISTRY,156,NA,NA,10.1016/j.soilbio.2021.108195
IFKRCM9J,"Urbanic, G; Petkovska, V; Pavlin, M",2012,The relationship between littoral benthic invertebrates and lakeshore modification pressure in two alpine lakes,FUNDAMENTAL AND APPLIED LIMNOLOGY,180,2,157-173,10.1127/1863-9135/2012/0207
XENE58TX,"Mayfield, MM; Daily, GC",2005,Countryside biogeography of neotropical herbaceous and shrubby plants,ECOLOGICAL APPLICATIONS,15,2,423-439,10.1890/03-5369
4BHKHP2L,"Gao, XH; Fan, PS; Wang, JL; Ruan, YZ; Wang, Q",2021,Nitrogen Inputs Reduce Fungal Diversity and Alter Community Composition in a Chinese Fir Plantation,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,19,4,2605-2615,10.15666/aeer/1904_26052615
XLVCPEF2,"Hanley, TC; Bowen, JL; Kearns, PJ; Hughes, AR",2021,Short- and long-term effects of nutrient enrichment on salt marsh plant production and microbial community structure,JOURNAL OF ECOLOGY,109,11,3779-3793,10.1111/1365-2745.13756
GFYR7E45,"Lukwambe, B; Nicholaus, R; Zhang, DM; Yang, W; Zhu, JY; Zheng, ZM",2019,Successional changes of microalgae community in response to commercial probiotics in the intensive shrimp (Litopenaeus vannamei Boone) culture systems,AQUACULTURE,511,NA,NA,10.1016/j.aquaculture.2019.734257
7RMM33AE,"Gaget, E; Parr, CL; Sirami, C",2020,Effects of fire frequency on savanna butterfly diversity and composition: A preliminary study,KOEDOE,62,1,NA,10.4102/koedoe.v62i1.1617
UBDH4AME,"Kuppler, J; Fricke, J; Hemp, C; Steffan-Dewenter, I; Peters, MK",2015,"Conversion of savannah habitats to small-scale agriculture affects grasshopper communities at Mt. Kilimanjaro, Tanzania",JOURNAL OF INSECT CONSERVATION,19,3,509-518,10.1007/s10841-015-9772-7
WTN26FVG,"Heinrichs, S; Schmidt, W",2017,Biotic homogenization of herb layer composition between two contrasting beech forest communities on limestone over 50 years,APPLIED VEGETATION SCIENCE,20,2,271-281,10.1111/avsc.12255
